# u[lambda]	v[lamda]	Re(V)[Jy]	Im(V)[Jy]	weight
-1.681804e+05	-3.798650e+04	1.607392e-01	5.712056e-03	8.124414e+04
-1.629438e+05	-4.669402e+05	2.953981e-02	1.229769e-02	9.652783e+04
7.365695e+05	2.307649e+05	1.458245e-03	1.187942e-02	9.225678e+04
-5.441705e+05	-2.213399e+05	1.208756e-02	-4.405200e-03	8.652518e+04
1.097370e+05	-7.216274e+04	1.681389e-01	-5.501999e-03	1.038191e+05
-7.511483e+04	-7.681323e+03	2.544105e-01	-4.497219e-03	1.008682e+05
-1.018021e+06	3.155009e+05	-1.117900e-04	-8.253948e-03	8.015112e+04
8.384876e+05	-5.077339e+05	5.773320e-04	8.889635e-03	1.033897e+05
-1.403040e+05	7.306360e+05	1.191924e-02	3.637217e-03	7.976424e+04
-2.181946e+05	1.862748e+05	6.931149e-02	-2.304740e-03	8.009194e+04
1.160903e+06	-1.900140e+05	1.233542e-02	1.187849e-02	9.636451e+04
1.582518e+04	7.069281e+04	2.359034e-01	-4.284071e-03	9.238950e+04
-5.253767e+04	-2.886903e+04	2.594297e-01	3.664803e-03	1.069330e+05
1.404588e+05	9.248481e+04	1.697304e-01	5.637849e-03	1.035953e+05
-4.358413e+04	-1.952136e+05	1.245476e-01	2.581153e-03	9.044217e+04
8.464191e+04	-2.347896e+04	2.111768e-01	7.609915e-04	9.569390e+04
4.800530e+05	-1.035394e+06	-2.652753e-03	-1.490255e-03	8.339334e+04
-2.559437e+05	-4.097853e+04	9.779189e-02	-3.024004e-03	8.180129e+04
-2.379358e+05	1.022308e+05	9.914709e-02	-1.846636e-05	7.979698e+04
-2.327018e+05	-3.267228e+05	7.979300e-02	6.737754e-03	9.442608e+04
6.668203e+05	3.709853e+05	7.319588e-03	4.105759e-04	8.954763e+04
6.539066e+05	1.491765e+05	-1.077605e-02	6.602753e-03	1.037854e+05
4.690563e+05	2.136590e+05	4.453422e-02	-1.286112e-03	1.005615e+05
-4.738528e+05	5.368396e+05	2.062028e-02	6.677691e-03	7.945696e+04
1.382655e+06	-2.863961e+05	6.193707e-03	-1.116540e-02	1.028353e+05
4.038666e+05	9.519762e+05	-1.466704e-02	-4.640817e-03	7.911336e+04
3.259736e+05	4.076132e+05	2.732028e-02	-1.592655e-02	8.005646e+04
1.705076e+06	3.132772e+04	2.926215e-03	-5.869150e-03	9.622416e+04
5.599944e+05	2.920318e+05	5.543389e-03	-1.235465e-02	9.246083e+04
4.916318e+05	1.924702e+05	2.442216e-02	1.833274e-03	1.067372e+05
6.846274e+05	3.138234e+05	-1.823508e-03	1.063571e-02	1.035176e+05
5.005849e+05	2.612514e+04	2.891158e-02	9.342392e-03	9.047628e+04
6.288093e+05	1.978587e+05	-1.230828e-02	3.502099e-03	9.510623e+04
1.024228e+06	-8.140512e+05	5.624688e-03	2.469976e-03	8.289134e+04
2.882252e+05	1.803603e+05	8.266553e-02	1.405176e-03	8.185366e+04
3.062335e+05	3.235699e+05	6.169874e-02	-6.106919e-03	7.934623e+04
3.114668e+05	-1.053843e+05	7.542405e-02	1.826325e-03	9.415439e+04
1.210995e+06	5.923282e+05	1.360088e-02	-4.743453e-03	8.979507e+04
-1.848517e+05	6.448141e+04	1.207447e-01	-1.336161e-02	1.206713e+05
-1.127758e+06	3.876651e+05	7.223364e-03	-6.238353e-03	9.553123e+04
7.287504e+05	-4.355717e+05	1.163007e-02	4.421385e-03	1.235006e+05
-2.500420e+05	8.027988e+05	1.041113e-02	2.069022e-03	9.510143e+04
-3.279317e+05	2.584381e+05	4.493059e-02	-1.463969e-02	9.598239e+04
1.051165e+06	-1.178530e+05	-6.233018e-03	1.622044e-03	1.154008e+05
-9.391196e+04	1.428557e+05	1.372504e-01	-1.036547e-02	1.108074e+05
-1.622746e+05	4.329390e+04	1.395919e-01	-1.189293e-02	1.280310e+05
3.072147e+04	1.646476e+05	1.446616e-01	-8.631528e-03	1.241239e+05
-1.533208e+05	-1.230506e+05	1.437386e-01	1.985731e-03	1.084445e+05
-2.509516e+04	4.868411e+04	2.643367e-01	-2.132085e-03	1.142504e+05
3.703171e+05	-9.632320e+05	1.246969e-02	2.498584e-04	9.956452e+04
-3.656804e+05	3.118472e+04	7.473229e-02	-1.278090e-02	9.810039e+04
-3.476728e+05	1.743939e+05	5.457350e-02	-2.495993e-03	9.529945e+04
-3.424381e+05	-2.545595e+05	6.657274e-02	1.483049e-02	1.129786e+05
5.570819e+05	4.431467e+05	9.821855e-04	6.104565e-04	1.075333e+05
-9.429070e+05	3.231813e+05	-8.064072e-03	3.220150e-03	9.322014e+04
9.136022e+05	-5.000522e+05	7.044535e-03	-2.262328e-03	1.202166e+05
-6.518839e+04	7.383172e+05	9.578294e-03	-1.786237e-02	9.276670e+04
-1.430800e+05	1.939558e+05	9.466022e-02	-8.158863e-03	9.309262e+04
1.236018e+06	-1.823315e+05	6.816632e-03	6.215935e-03	1.120197e+05
9.093996e+04	7.837403e+04	2.002005e-01	3.530594e-03	1.073776e+05
2.257699e+04	-2.118784e+04	2.797794e-01	1.009731e-02	1.243041e+05
2.155736e+05	1.001661e+05	1.171984e-01	-4.147544e-03	1.204140e+05
3.153030e+04	-1.875325e+05	1.298883e-01	6.784831e-03	1.051169e+05
1.597564e+05	-1.579787e+04	1.455646e-01	2.897332e-03	1.112734e+05
5.551674e+05	-1.027712e+06	4.117241e-04	4.180076e-03	9.697611e+04
-1.808293e+05	-3.329756e+04	1.354487e-01	5.433080e-04	9.507240e+04
-1.628212e+05	1.099118e+05	1.071119e-01	-2.061508e-02	9.278706e+04
-1.575877e+05	-3.190419e+05	8.748829e-02	7.272205e-03	1.097740e+05
7.419366e+05	3.786676e+05	6.810242e-03	1.196352e-02	1.040649e+05
1.856507e+06	-8.232405e+05	-4.376598e-04	1.741942e-03	9.592188e+04
8.777150e+05	4.151360e+05	1.641671e-02	-1.078400e-02	7.432734e+04
7.998252e+05	-1.292285e+05	2.757715e-02	8.440860e-04	7.371531e+04
2.178923e+06	-5.055139e+05	3.316280e-03	2.707544e-03	8.882943e+04
1.033845e+06	-2.448098e+05	1.033461e-02	1.928023e-03	8.486682e+04
9.654833e+05	-3.443711e+05	-3.734852e-04	1.090167e-02	9.863045e+04
1.158478e+06	-2.230188e+05	1.444872e-02	1.556722e-02	9.538900e+04
9.744371e+05	-5.107165e+05	1.008530e-02	6.064630e-03	8.312593e+04
1.102661e+06	-3.389842e+05	2.149235e-02	-1.051206e-03	8.888732e+04
1.498079e+06	-1.350891e+06	-3.797701e-03	-5.403990e-03	7.745615e+04
7.620774e+05	-3.564809e+05	1.934984e-02	-4.467297e-03	7.515658e+04
7.800849e+05	-2.132711e+05	2.445739e-02	5.538308e-03	7.406723e+04
7.853201e+05	-6.422258e+05	4.872096e-03	1.338966e-02	8.725435e+04
1.684841e+06	5.548850e+04	4.202701e-03	-3.627139e-03	8.199332e+04
-9.787945e+05	1.238370e+06	-1.280812e-02	5.263728e-03	9.541056e+04
-1.056682e+06	6.940118e+05	-9.225970e-03	3.485851e-03	9.528750e+04
3.224114e+05	3.177127e+05	3.031095e-02	3.009856e-02	1.147135e+05
-8.226625e+05	5.784280e+05	1.089646e-02	3.372868e-03	1.098213e+05
-8.910248e+05	4.788661e+05	-1.106602e-03	-5.195768e-03	1.273388e+05
-6.980293e+05	6.002201e+05	-4.369164e-03	3.605797e-03	1.232732e+05
-8.820704e+05	3.125221e+05	2.791683e-03	-4.991140e-03	1.075352e+05
-7.538452e+05	4.842580e+05	6.608479e-03	-6.687703e-03	1.143117e+05
-3.584321e+05	-5.276653e+05	-1.058693e-02	-6.745104e-03	9.959952e+04
-1.094430e+06	4.667579e+05	1.203441e-02	9.217022e-04	9.724519e+04
-1.076423e+06	6.099667e+05	-1.867855e-03	8.290216e-04	9.528723e+04
-1.071187e+06	1.810141e+05	1.371855e-02	-5.265988e-03	1.125366e+05
-1.716721e+05	8.787122e+05	1.045600e-02	-4.866876e-03	1.062811e+05
-7.788795e+04	-5.443617e+05	4.957670e-03	3.001371e-03	7.337930e+04
1.301203e+06	-9.206488e+05	4.779459e-03	-1.054464e-02	8.842236e+04
1.561307e+05	-6.599434e+05	1.727580e-02	6.572111e-03	8.449658e+04
8.776739e+04	-7.595052e+05	2.376011e-02	1.444481e-02	9.816796e+04
2.807649e+05	-6.381514e+05	1.748929e-02	3.558617e-03	9.495382e+04
9.672150e+04	-9.258499e+05	1.457655e-04	6.914782e-03	8.276096e+04
2.249495e+05	-7.541154e+05	2.544400e-02	4.071534e-03	8.840550e+04
6.203518e+05	-1.766029e+06	-3.743945e-03	-2.960587e-03	7.703994e+04
-1.156380e+05	-7.716149e+05	1.148776e-02	-1.996773e-03	7.482699e+04
-9.763054e+04	-6.284055e+05	-3.781987e-03	-8.641105e-03	7.367073e+04
-9.239579e+04	-1.057359e+06	1.346184e-02	5.646996e-03	8.682299e+04
8.071196e+05	-3.596495e+05	-3.649311e-03	1.269097e-02	8.166559e+04
1.379094e+06	-3.762913e+05	-5.230160e-03	6.218476e-03	8.901841e+04
2.340195e+05	-1.155824e+05	9.091640e-02	1.258809e-02	8.547491e+04
1.656572e+05	-2.151440e+05	8.452378e-02	-6.440389e-04	9.876900e+04
3.586527e+05	-9.379089e+04	6.754295e-02	9.863948e-03	9.575246e+04
1.746115e+05	-3.814888e+05	3.818363e-02	1.039981e-04	8.365377e+04
3.028366e+05	-2.097549e+05	7.383631e-02	1.488021e-02	8.815347e+04
6.982502e+05	-1.221669e+06	2.239216e-04	-1.409795e-05	7.681327e+04
-3.774818e+04	-2.272531e+05	9.921811e-02	1.675716e-02	7.567364e+04
-1.974095e+04	-8.404368e+04	2.263407e-01	-4.359799e-03	7.352785e+04
-1.450514e+04	-5.129975e+05	-8.038125e-04	-1.815242e-03	8.716129e+04
8.850109e+05	1.847098e+05	1.566732e-02	8.149273e-03	8.293606e+04
-1.145075e+06	2.607087e+05	-1.091655e-02	-4.136495e-03	1.027352e+05
-1.213439e+06	1.611463e+05	-5.836026e-04	-6.144876e-03	1.187974e+05
-1.020441e+06	2.825020e+05	-3.362709e-03	-1.237483e-02	1.151304e+05
-1.204486e+06	-5.197457e+03	3.618469e-04	-1.621154e-02	1.005533e+05
-1.076257e+06	1.665400e+05	7.385217e-03	7.995129e-03	1.061419e+05
-6.808584e+05	-8.453834e+05	1.398794e-02	-1.064628e-02	9.253081e+04
-1.416845e+06	1.490369e+05	2.651855e-03	-2.594228e-03	9.095548e+04
-1.398837e+06	2.922456e+05	-2.488212e-03	5.453640e-03	8.853250e+04
-1.393605e+06	-1.367067e+05	8.068114e-03	-1.131246e-02	1.048614e+05
-4.940824e+05	5.609953e+05	7.904244e-03	-1.404586e-02	9.966966e+04
-6.836257e+04	-9.956174e+04	1.962702e-01	2.624369e-03	1.139678e+05
1.246334e+05	2.179181e+04	1.879443e-01	-3.521507e-03	1.105252e+05
-5.940858e+04	-2.659064e+05	7.950474e-02	3.283066e-03	9.659562e+04
6.881709e+04	-9.417185e+04	1.869103e-01	1.083088e-02	1.015722e+05
4.642288e+05	-1.106087e+06	-3.351862e-03	-4.692158e-03	8.851738e+04
-2.717682e+05	-1.116709e+05	9.293994e-02	7.301476e-03	8.738848e+04
-2.537607e+05	3.153836e+04	8.662049e-02	-3.062249e-03	8.473618e+04
-2.485256e+05	-3.974152e+05	5.158494e-02	8.829630e-04	1.005383e+05
6.509925e+05	3.002914e+05	3.200669e-04	-3.830952e-03	9.584921e+04
1.929959e+05	1.213536e+05	1.183101e-01	1.663405e-03	1.277435e+05
8.953758e+03	-1.663447e+05	1.294129e-01	9.484659e-03	1.115561e+05
1.371792e+05	5.389754e+03	1.775370e-01	1.078640e-02	1.178392e+05
5.325923e+05	-1.006525e+06	3.723635e-03	-7.488179e-03	1.026824e+05
-2.034059e+05	-1.210929e+04	1.248315e-01	-1.696502e-03	1.009040e+05
-1.853982e+05	1.311000e+05	1.011286e-01	-1.833148e-02	9.827208e+04
-1.801636e+05	-2.978536e+05	7.696111e-02	1.107452e-02	1.163724e+05
7.193569e+05	3.998538e+05	1.394955e-02	4.946912e-03	1.105080e+05
-1.840417e+05	-2.876981e+05	7.190969e-02	7.319006e-03	1.081744e+05
-5.581591e+04	-1.159634e+05	1.809828e-01	1.608361e-02	1.140515e+05
3.395951e+05	-1.127880e+06	1.776947e-04	1.433846e-03	9.937983e+04
-3.964013e+05	-1.334625e+05	7.351149e-02	-5.150037e-03	9.785256e+04
-3.783940e+05	9.746697e+03	7.245029e-02	-1.246874e-02	9.512550e+04
-3.731584e+05	-4.192067e+05	2.245132e-02	-5.799045e-03	1.127383e+05
5.263571e+05	2.784982e+05	8.114189e-03	-4.581535e-03	1.072268e+05
1.282247e+05	1.717343e+05	1.336455e-01	-1.184091e-02	9.946734e+04
5.236407e+05	-8.401807e+05	1.353230e-02	9.373072e-03	8.667516e+04
-2.123597e+05	1.542355e+05	8.939716e-02	-8.674286e-03	8.551671e+04
-1.943520e+05	2.974448e+05	5.331178e-02	-8.629022e-03	8.297380e+04
-1.891172e+05	-1.315088e+05	1.254140e-01	-2.327822e-03	9.842018e+04
7.104037e+05	5.661979e+05	1.864966e-02	-8.380455e-03	9.377015e+04
3.954148e+05	-1.011917e+06	4.388888e-03	-2.400067e-03	9.224070e+04
-3.405844e+05	-1.749838e+04	9.350887e-02	-7.207522e-03	8.994381e+04
-3.225774e+05	1.257108e+05	7.719275e-02	-1.136657e-03	8.824618e+04
-3.173410e+05	-3.032427e+05	6.089330e-02	9.595474e-03	1.041626e+05
5.821731e+05	3.944611e+05	-1.700008e-03	8.736335e-03	9.825065e+04
-7.360002e+05	9.944148e+05	-8.275290e-03	-1.209246e-03	7.837988e+04
-7.179907e+05	1.137624e+06	1.985670e-04	1.621897e-03	7.689819e+04
-7.127608e+05	7.086709e+05	1.146802e-02	-5.307499e-03	9.076327e+04
1.867797e+05	1.406379e+06	1.011369e-02	5.975146e-04	8.567811e+04
1.800758e+04	1.432094e+05	1.710237e-01	7.046436e-03	7.503286e+04
2.324253e+04	-2.857445e+05	7.569682e-02	4.224250e-03	8.901724e+04
9.227630e+05	4.119639e+05	9.208183e-03	-8.446443e-03	8.484560e+04
5.234840e+03	-4.289539e+05	4.294663e-02	1.251347e-02	8.685537e+04
9.047547e+05	2.687549e+05	1.844747e-02	-7.786492e-03	8.200035e+04
8.995227e+05	6.977077e+05	-2.014119e-03	-2.601884e-03	9.742879e+04
-1.835205e+05	2.360015e+05	7.980469e-02	2.964428e-03	1.164839e+05
2.576865e+05	5.912708e+03	9.469948e-02	-3.874806e-03	1.158178e+05
6.795268e+05	-4.222861e+04	-4.245103e-04	3.756234e-04	1.043323e+05
5.082447e+05	-5.196675e+05	2.338825e-02	-1.410301e-03	1.068896e+05
-4.936071e+05	-8.817021e+05	5.914650e-03	6.685147e-03	1.114880e+05
1.347494e+05	-3.437956e+05	6.909217e-02	5.529162e-03	1.069455e+05
1.405151e+05	-3.836462e+05	5.094736e-02	3.552056e-03	1.098522e+05
1.001618e+06	-1.133397e+06	6.912746e-03	3.311572e-04	1.204245e+05
-2.591826e+05	-3.747248e+05	5.369364e-02	6.271301e-03	1.187589e+05
3.680164e+04	-1.016471e+06	1.847010e-03	-1.835353e-03	1.071406e+05
3.261308e+05	-4.971068e+05	4.000111e-03	6.813354e-03	1.190741e+05
1.075422e+06	-2.614355e+05	1.661393e-02	3.909708e-04	8.204971e+04
1.589656e+05	-3.037135e+05	7.296887e-02	1.984395e-02	1.099052e+05
3.344545e+05	-4.033423e+05	-1.056424e-02	-4.629789e-03	1.104755e+05
1.374974e+05	-5.100767e+05	-9.202497e-03	-1.400854e-02	1.151312e+05
-2.261174e+04	-5.412961e+05	-1.972476e-03	3.335751e-03	1.090936e+05
6.765164e+05	-5.939516e+05	3.552140e-03	-1.071109e-03	9.673164e+04
2.500059e+05	-4.249630e+05	9.617043e-03	-9.057750e-04	1.116260e+05
2.228060e+05	-4.448124e+05	-4.489567e-03	-1.856766e-03	1.117865e+05
4.532336e+05	-7.028376e+05	1.368581e-02	6.846843e-03	1.042466e+05
5.816995e+05	-4.392193e+05	2.897489e-02	-3.065914e-03	1.138855e+05
2.360757e+05	-4.671865e+05	1.443082e-03	-6.744175e-03	1.111600e+05
-4.202360e+05	1.173236e+05	6.287326e-02	6.139320e-03	1.176307e+05
-1.511298e+05	-1.282865e+05	1.359807e-01	-4.875527e-03	1.155911e+05
3.131762e+05	-1.617713e+05	7.460449e-02	7.480064e-03	1.147168e+05
2.202261e+05	-2.763644e+05	5.950680e-02	2.676102e-03	1.022321e+05
9.746123e+04	-5.925616e+05	-5.007057e-03	-5.432597e-03	1.116663e+05
2.899590e+05	-4.165687e+05	-2.581911e-03	5.299335e-03	1.007766e+05
-2.543600e+05	-6.380077e+05	1.226055e-02	-1.070638e-02	1.005325e+05
3.996955e+05	-4.887119e+05	3.555099e-03	5.498523e-03	1.202917e+05
2.148289e+05	-4.242631e+05	2.094799e-02	1.837751e-03	1.172538e+05
-7.281546e+05	-1.012582e+05	8.908205e-03	2.193634e-03	9.399914e+04
1.128472e+06	-9.241522e+05	6.838983e-03	5.007936e-03	1.202718e+05
1.498195e+05	3.140436e+05	7.800012e-02	-1.124511e-02	9.328808e+04
7.177464e+04	-2.303335e+05	9.358662e-02	1.708934e-02	9.261496e+04
1.451031e+06	-6.063614e+05	2.349305e-03	3.612638e-03	1.126575e+05
3.058033e+05	-3.458726e+05	8.429093e-03	-1.839084e-03	1.070253e+05
2.374065e+05	-4.454479e+05	4.679604e-03	-2.975463e-03	1.238929e+05
4.304668e+05	-3.240598e+05	-4.146725e-03	8.665257e-03	1.199016e+05
2.463192e+05	-6.117908e+05	2.435526e-03	2.382868e-03	1.046544e+05
3.746103e+05	-4.400341e+05	-1.937391e-02	-1.076007e-02	1.111924e+05
7.697998e+05	-1.451858e+06	1.059966e-04	8.016076e-03	9.873067e+04
3.396488e+04	-4.575934e+05	2.187616e-02	-1.587540e-03	9.465690e+04
5.200921e+04	-3.143805e+05	6.816203e-02	1.233316e-04	9.295510e+04
5.713675e+04	-7.433340e+05	2.204268e-02	1.791369e-02	1.095673e+05
9.570203e+05	-4.544254e+04	7.744556e-03	1.700913e-02	1.050638e+05
4.412102e+05	-2.300835e+05	1.676948e-02	1.631509e-03	1.154642e+05
8.630570e+05	-2.782188e+05	9.138933e-03	-9.879254e-04	1.044965e+05
6.917602e+05	-7.556594e+05	1.010536e-02	2.140397e-02	1.067318e+05
-3.101098e+05	-1.117714e+06	7.411769e-03	-2.013366e-03	1.111870e+05
3.182630e+05	-5.797934e+05	9.319238e-03	1.776908e-03	1.063204e+05
3.240283e+05	-6.196446e+05	1.773216e-02	1.133863e-02	1.099255e+05
1.185129e+06	-1.369384e+06	1.792789e-03	-6.247783e-03	1.201135e+05
-7.567666e+04	-6.107277e+05	1.917583e-05	-1.423480e-02	1.185134e+05
2.202999e+05	-1.252472e+06	2.758445e-04	2.674862e-04	1.075216e+05
5.096439e+05	-7.331017e+05	4.982099e-03	-9.837005e-04	1.189003e+05
1.258955e+06	-4.974210e+05	-1.604903e-03	2.819097e-03	8.231897e+04
3.424804e+05	-5.397109e+05	1.539092e-02	2.671727e-03	1.097884e+05
5.179703e+05	-6.393377e+05	8.709145e-03	6.205644e-06	1.101955e+05
3.210080e+05	-7.460755e+05	1.468868e-02	8.352167e-03	1.147774e+05
1.608953e+05	-7.772971e+05	1.767148e-02	1.006487e-02	1.092491e+05
8.600333e+05	-8.299413e+05	-2.880382e-03	-1.169670e-02	9.724619e+04
4.335198e+05	-6.609596e+05	1.292157e-02	1.355337e-03	1.114024e+05
4.063185e+05	-6.808087e+05	1.098024e-02	7.476104e-03	1.122678e+05
6.367436e+05	-9.388300e+05	8.601120e-03	2.900753e-03	1.040081e+05
7.652182e+05	-6.752098e+05	1.065399e-02	-4.617303e-03	1.133099e+05
4.195887e+05	-7.031838e+05	1.864127e-02	1.132280e-03	1.111885e+05
-2.367196e+05	-1.186852e+05	1.032922e-01	1.233797e-03	1.172434e+05
3.238446e+04	-3.642893e+05	6.848087e-02	1.844179e-02	1.156973e+05
4.966963e+05	-3.977652e+05	-3.270231e-03	6.235343e-03	1.147809e+05
4.037430e+05	-5.123618e+05	2.859904e-03	2.151481e-03	1.025729e+05
2.809684e+05	-8.285601e+05	5.812153e-03	4.578105e-03	1.113223e+05
4.734732e+05	-6.525638e+05	8.714765e-03	1.995317e-03	1.005814e+05
-7.086046e+04	-8.740107e+05	5.454205e-03	-3.445894e-04	1.007806e+05
5.832097e+05	-7.247051e+05	1.098156e-02	-3.246597e-03	1.203686e+05
3.983416e+05	-6.602592e+05	1.517866e-02	7.534374e-03	1.170013e+05
-5.446500e+05	-3.372692e+05	-4.265473e-03	-3.319562e-03	9.331696e+04
1.311989e+06	-1.160133e+06	1.790816e-03	1.741013e-04	1.197198e+05
3.333488e+05	7.804690e+04	8.193475e-02	2.872613e-03	9.261045e+04
2.552902e+05	-4.663329e+05	4.485493e-04	-3.932391e-03	9.264408e+04
1.634560e+06	-8.423332e+05	-3.329282e-03	1.053689e-02	1.126907e+05
4.893192e+05	-5.818671e+05	1.942650e-02	-1.003129e-02	1.072305e+05
4.209197e+05	-6.814446e+05	1.166387e-02	2.633175e-03	1.237494e+05
6.139859e+05	-5.600532e+05	1.411403e-02	-3.177106e-03	1.199025e+05
4.298283e+05	-8.477870e+05	7.266557e-03	1.623693e-03	1.047885e+05
5.581258e+05	-6.760288e+05	1.019769e-02	6.072491e-03	1.105641e+05
9.532910e+05	-1.687838e+06	-2.720451e-03	-2.154748e-03	9.840189e+04
2.174744e+05	-6.935930e+05	1.372364e-02	1.373129e-02	9.481192e+04
2.355220e+05	-5.503793e+05	-8.169488e-03	9.718481e-03	9.251189e+04
2.406398e+05	-9.793333e+05	5.569573e-03	5.652078e-03	1.093423e+05
1.140555e+06	-2.814192e+05	1.278968e-02	9.078547e-03	1.056588e+05
4.218433e+05	-4.813803e+04	6.970789e-02	1.403922e-02	1.036092e+05
2.505553e+05	-5.255791e+05	3.637167e-03	3.017779e-03	1.059321e+05
-7.512984e+05	-8.876137e+05	9.437093e-03	9.267842e-03	1.104472e+05
-1.229409e+05	-3.497096e+05	7.727328e-02	1.067685e-02	1.056883e+05
-1.171746e+05	-3.895592e+05	6.640148e-02	1.097538e-02	1.090207e+05
7.439300e+05	-1.139303e+06	8.974024e-03	4.770546e-03	1.192923e+05
-5.168771e+05	-3.806431e+05	-1.383008e-04	-3.603395e-03	1.176299e+05
-2.208921e+05	-1.022384e+06	1.529875e-02	2.682799e-03	1.065378e+05
6.844053e+04	-5.030195e+05	1.028245e-02	1.098400e-03	1.180082e+05
8.177409e+05	-2.673411e+05	1.965596e-02	5.320029e-03	8.157798e+04
-9.872429e+04	-3.096274e+05	7.738448e-02	1.168988e-02	1.089466e+05
7.676600e+04	-4.092539e+05	3.506228e-02	6.768983e-03	1.094165e+05
-1.201928e+05	-5.159894e+05	3.245329e-03	-7.254760e-03	1.139906e+05
-2.803036e+05	-5.472101e+05	-9.105159e-03	2.588957e-03	1.083176e+05
4.188281e+05	-5.998616e+05	2.707337e-02	3.210240e-03	9.628472e+04
-7.683598e+03	-4.308755e+05	3.642802e-02	1.105400e-02	1.105920e+05
-3.488467e+04	-4.507259e+05	3.215597e-02	-4.629135e-03	1.111896e+05
1.955420e+05	-7.087499e+05	2.393956e-02	-2.587564e-03	1.032553e+05
3.240111e+05	-4.451306e+05	-4.878638e-03	1.086006e-03	1.126058e+05
-2.161358e+04	-4.730984e+05	1.684517e-02	8.892672e-04	1.102946e+05
-6.779232e+05	1.114094e+05	-1.779394e-03	2.825949e-03	1.164631e+05
-4.088196e+05	-1.342017e+05	6.630790e-02	3.423922e-03	1.147289e+05
5.548725e+04	-1.676854e+05	1.273467e-01	3.262032e-03	1.138239e+05
-3.746204e+04	-2.822766e+05	8.912112e-02	6.563322e-03	1.016338e+05
-1.602311e+05	-5.984757e+05	-1.584660e-02	-4.314073e-03	1.105485e+05
3.226880e+04	-4.224820e+05	3.799567e-02	6.089893e-03	9.984143e+04
-5.120564e+05	-6.439258e+05	1.690577e-02	1.633703e-03	9.986476e+04
1.420053e+05	-4.946245e+05	5.591531e-04	6.463921e-03	1.193706e+05
-4.286203e+04	-4.301771e+05	5.587271e-02	-1.074794e-03	1.161468e+05
-9.858498e+05	-1.071797e+05	5.029700e-03	-1.278501e-02	9.278957e+04
8.707830e+05	-9.300605e+05	2.327148e-03	7.087451e-04	1.189532e+05
-1.078663e+05	3.081286e+05	6.886834e-02	-5.023614e-03	9.210117e+04
-1.859144e+05	-2.362470e+05	8.585463e-02	5.517556e-03	9.189238e+04
1.193343e+06	-6.122713e+05	-3.778088e-03	6.930374e-03	1.117423e+05
4.811340e+04	-3.517861e+05	7.422759e-02	5.284935e-03	1.062884e+05
-2.028338e+04	-4.513607e+05	2.936679e-02	2.381715e-03	1.228117e+05
1.727789e+05	-3.299715e+05	5.968562e-02	1.347912e-02	1.189424e+05
-1.137232e+04	-6.177039e+05	-7.777945e-03	-5.504755e-03	1.038988e+05
1.169215e+05	-4.459456e+05	2.326779e-02	8.698012e-04	1.099075e+05
5.120961e+05	-1.457776e+06	-4.513333e-03	-6.287959e-04	9.767055e+04
-2.237267e+05	-4.635079e+05	2.845270e-02	6.139927e-03	9.399221e+04
-2.056817e+05	-3.202955e+05	8.407975e-02	-6.619929e-04	9.192153e+04
-2.005568e+05	-7.492482e+05	1.113291e-02	3.377437e-03	1.085429e+05
6.993314e+05	-5.135842e+04	2.238903e-03	-3.059770e-03	1.045376e+05
-1.712862e+05	-4.774425e+05	2.046743e-02	-3.484943e-03	9.588879e+04
-1.173127e+06	-8.394649e+05	1.117764e-02	1.121647e-03	1.000264e+05
-5.447826e+05	-3.015721e+05	-2.541793e-03	-9.905445e-03	9.514083e+04
-5.390147e+05	-3.414201e+05	2.068320e-03	9.334912e-04	9.895726e+04
3.220948e+05	-1.091162e+06	1.714010e-02	-3.561529e-03	1.079761e+05
-9.387201e+05	-3.325073e+05	1.155994e-02	-1.728965e-03	1.063116e+05
-6.427267e+05	-9.742423e+05	3.040635e-02	5.932610e-03	9.709959e+04
-3.534006e+05	-4.548824e+05	9.547947e-03	1.415604e-02	1.068221e+05
3.958998e+05	-2.192017e+05	1.894845e-02	1.221905e-02	7.433966e+04
-5.205663e+05	-2.614899e+05	1.067017e-02	5.705204e-03	9.865465e+04
-3.450742e+05	-3.611150e+05	3.815256e-02	5.633049e-03	9.893171e+04
-5.420317e+05	-4.678497e+05	-1.404407e-02	5.020706e-03	1.030127e+05
-7.021424e+05	-4.990706e+05	2.688286e-02	-4.328934e-04	9.839593e+04
-3.012635e+03	-5.517244e+05	-4.201533e-03	-1.156934e-02	8.788872e+04
-4.295240e+05	-3.827370e+05	8.698814e-03	-5.556529e-03	1.000542e+05
-4.567261e+05	-4.025887e+05	1.103808e-03	-2.041703e-03	1.013323e+05
-2.262989e+05	-6.606138e+05	-6.800435e-03	-1.392954e-03	9.335638e+04
-9.783153e+04	-3.969946e+05	6.597583e-02	5.532002e-03	1.014765e+05
-4.434527e+05	-4.249587e+05	-9.536315e-03	-9.206607e-03	1.000846e+05
-1.099761e+06	1.595536e+05	7.431145e-03	3.303415e-03	1.052849e+05
-8.306609e+05	-8.606243e+04	1.714662e-02	2.028205e-03	1.041441e+05
-3.663577e+05	-1.195503e+05	7.007705e-02	-2.219203e-03	1.032298e+05
-4.593024e+05	-2.341372e+05	3.776367e-02	-6.223850e-03	9.256116e+04
-5.820710e+05	-5.503378e+05	6.500842e-03	7.297200e-03	9.985147e+04
-3.895732e+05	-3.743453e+05	2.568513e-02	3.398832e-04	9.031233e+04
